Column,loan_amnt,funded_amnt,int_rate,installment,grade,emp_length,annual_inc,loan_status,purpose,addr_state,last_pymnt_amnt,avg_cur_bal,num_actv_rev_tl
1201,40000,40000,13.9,928.66,5,1.0,45000.0,Fully Paid,house,DE,40617.06,10756.0,8
1223,10000,10000,11.71,330.76,6,10.0,219000.0,Charged Off,house,TX,0.0,4068.0,2
1268,12000,12000,20.89,451.43,4,3.0,91000.0,Fully Paid,house,MO,12252.46,3232.0,6
1384,30000,30000,16.91,744.13,5,1.0,80000.0,Fully Paid,house,CA,30281.83,17661.0,7
1394,4500,4500,7.02,138.99,7,,40000.0,Fully Paid,house,FL,4504.48,9827.0,9
1535,8000,8000,11.8,264.96,6,10.0,67000.0,Fully Paid,house,OR,7235.67,540.0,0
1540,10000,10000,10.33,324.23,6,1.0,265000.0,Charged Off,house,TX,0.0,1140.0,1
1541,20000,20000,11.31,657.72,6,2.0,78000.0,Charged Off,house,PA,657.72,13174.0,4
1546,25000,25000,11.8,827.98,6,10.0,80000.0,Fully Paid,house,AZ,25026.63,22925.0,4
1663,5450,5450,11.8,180.5,6,3.0,54500.0,Fully Paid,house,VA,14.29,49569.0,2
1678,21000,21000,18.94,769.14,4,3.0,121021.0,Fully Paid,house,CA,21056.2,3900.0,7
1722,17575,17575,27.27,539.5,3,7.0,42500.0,Charged Off,house,TX,539.5,9794.0,2
1838,40000,40000,6.46,1225.24,7,2.0,105000.0,Fully Paid,house,FL,39370.35,9574.0,6
1970,15300,15300,25.34,611.08,3,3.0,41000.0,Charged Off,house,AZ,0.0,3152.0,8
1974,10000,10000,16.91,356.08,5,10.0,55000.0,Fully Paid,house,TX,9954.18,4817.0,11
2048,40000,40000,11.8,885.75,6,1.0,73000.0,Fully Paid,house,NJ,40665.28,1060.0,2
2067,35000,35000,20.89,944.71,4,10.0,178000.0,Charged Off,house,CA,944.71,177.0,2
2283,30000,30000,18.94,777.23,4,8.0,37000.0,Fully Paid,house,NE,30158.78,60783.0,4
2476,35000,35000,14.47,1204.23,5,2.0,110000.0,Fully Paid,house,AR,35086.94,8996.0,2
2501,20000,20000,15.02,693.51,5,1.0,97000.0,Charged Off,house,IN,693.51,35275.0,5
2583,8650,8650,14.47,297.62,5,2.0,72000.0,Fully Paid,house,TX,8671.49,20255.0,4
2611,10000,10000,16.91,356.08,5,3.0,39000.0,Fully Paid,house,TX,10037.58,14020.0,4
2625,15000,15000,10.72,489.1,6,2.0,69672.0,Fully Paid,house,CA,15014.74,6372.0,1
2680,11000,11000,7.56,342.48,7,10.0,70216.0,Fully Paid,house,PA,11021.37,5173.0,4
2793,40000,40000,25.34,1182.04,3,10.0,54000.0,Fully Paid,house,FL,40153.1,18599.0,4
2968,15000,15000,18.94,388.62,4,1.0,63000.0,Fully Paid,house,GA,14941.08,26291.0,2
2992,14000,14000,17.97,355.28,4,1.0,102500.0,Charged Off,house,AZ,355.28,54230.0,2
3021,20500,20500,15.02,710.85,5,2.0,100000.0,Fully Paid,house,IL,20369.58,554.0,2
3196,6000,6000,6.46,183.79,7,3.0,85000.0,Fully Paid,house,KS,5573.89,1362.0,3
3262,2400,2400,12.98,80.85,6,3.0,40000.0,Charged Off,house,NV,1080.85,257.0,1
3451,25000,25000,26.31,753.11,3,3.0,88000.0,Fully Paid,house,LA,25760.28,5676.0,10
3457,25000,25000,20.89,940.47,4,10.0,174250.0,Charged Off,house,CA,940.47,3280.0,10
3468,24000,24000,14.47,825.76,5,4.0,70000.0,Charged Off,house,FL,0.0,247.0,4
3574,5000,5000,10.33,162.12,6,,54000.0,Fully Paid,house,IN,9.06,15664.0,0
3705,7000,7000,20.89,263.34,4,3.0,72600.0,Fully Paid,house,NV,7016.05,22966.0,6
3735,13000,13000,19.92,343.85,4,4.0,160000.0,Fully Paid,house,TX,13205.48,7633.0,6
3739,15000,15000,7.56,467.01,7,,22284.0,Fully Paid,house,CO,15025.2,14.0,1
3781,3500,3500,11.31,115.11,6,6.0,45000.0,Fully Paid,house,AZ,3437.48,2551.0,1
3793,9000,9000,11.8,298.07,6,10.0,105000.0,Fully Paid,house,OK,8687.83,10870.0,2
3895,7000,7000,18.94,256.38,4,5.0,65000.0,Fully Paid,house,MN,1119.71,1786.0,6
3918,15000,15000,16.14,528.4,5,8.0,65000.0,Fully Paid,house,SC,15036.05,37078.0,1
3978,7000,7000,12.98,235.8,6,2.0,75000.0,Fully Paid,house,TX,6933.16,12342.0,4
4063,32000,32000,7.02,988.36,7,10.0,275000.0,Fully Paid,house,NJ,29794.76,21178.0,8
4150,20000,20000,19.92,528.99,4,5.0,88500.0,Fully Paid,house,NY,20326.98,61066.0,3
4228,15000,15000,12.98,505.27,6,10.0,86000.0,Fully Paid,house,AZ,519.48,26259.0,9
4242,4000,4000,24.37,157.71,3,1.0,75000.0,Charged Off,house,AL,157.71,3159.0,1
4286,10300,10300,19.92,272.43,4,4.0,48200.0,Fully Paid,house,MO,10465.28,12654.0,2
4401,7000,7000,7.56,217.94,7,,19704.0,Fully Paid,house,MD,7004.78,50339.0,1
4440,8000,8000,7.02,247.09,7,1.0,100000.0,Fully Paid,house,VA,7872.01,34044.0,5
4464,6000,6000,12.98,202.11,6,4.0,70000.0,Fully Paid,house,FL,6011.47,1609.0,4
4499,4000,4000,20.89,150.48,4,2.0,60000.0,Fully Paid,house,MN,4024.2,6462.0,5
4646,18500,18500,19.92,686.78,4,10.0,64800.0,Fully Paid,house,NY,20.7,30391.0,2
4744,18000,18000,18.94,659.27,4,5.0,62000.0,Fully Paid,house,CA,2.33,33644.0,2
