Column,loan_amnt,funded_amnt,int_rate,installment,grade,emp_length,annual_inc,loan_status,purpose,addr_state,last_pymnt_amnt,avg_cur_bal,num_actv_rev_tl
225,1000,1000,14.74,34.54,5,,15000.0,Charged Off,other,CT,34.54,1623.0,1
227,4800,4800,17.97,173.46,4,2.0,71450.0,Charged Off,other,KS,0.0,27779.0,4
238,2400,2400,8.81,76.11,7,10.0,62000.0,Fully Paid,other,KS,2422.66,4244.0,9
244,3000,3000,7.56,93.41,7,4.0,48000.0,Fully Paid,other,TX,3005.04,22972.0,1
249,1750,1750,8.81,55.5,7,1.0,48000.0,Fully Paid,other,SD,11.13,21743.0,1
252,30000,30000,11.02,982.45,6,1.0,60000.0,Fully Paid,other,FL,30122.29,3490.0,1
296,1000,1000,16.4,35.36,5,2.0,65000.0,Fully Paid,other,CA,0.91,49.0,1
303,10000,10000,28.8,417.97,4,10.0,123000.0,Charged Off,other,CT,424.97,22735.0,5
350,25000,25000,17.19,623.88,5,1.0,32000.0,Charged Off,other,TN,623.88,2460.0,8
366,25000,25000,17.19,893.69,5,1.0,200000.0,Fully Paid,other,IL,25039.39,6584.0,5
385,14000,14000,11.71,463.07,6,5.0,28000.0,Fully Paid,other,IL,14247.81,14778.0,4
390,8000,8000,12.4,267.25,6,10.0,55000.0,Fully Paid,other,NC,8114.97,15091.0,2
397,4000,4000,15.57,139.79,5,1.0,102500.0,Fully Paid,other,CT,4005.71,14863.0,4
398,30000,30000,17.97,1084.13,4,10.0,85917.0,Fully Paid,other,PA,30064.39,29706.0,5
447,3000,3000,8.81,95.14,7,,0.0,Fully Paid,other,WA,3034.2,115355.0,1
450,25000,25000,14.74,863.46,5,1.0,50000.0,Fully Paid,other,IN,25184.25,3219.0,3
455,1000,1000,20.0,37.17,4,1.0,50000.0,Fully Paid,other,OK,1007.78,38652.0,2
461,9600,9600,8.19,301.68,7,10.0,97600.0,Fully Paid,other,TX,9442.28,16389.0,4
466,5000,5000,20.0,185.82,4,,54000.0,Fully Paid,other,WV,5014.39,1625.0,6
489,6000,6000,7.56,186.81,7,,55635.0,Fully Paid,other,FL,6006.45,7457.0,0
513,4900,4900,11.71,162.08,6,2.0,52000.0,Fully Paid,other,OR,4909.85,12911.0,2
518,8000,8000,15.57,279.57,5,3.0,79000.0,Fully Paid,other,TX,8191.78,3032.0,2
522,3000,3000,7.02,92.66,7,8.0,87000.0,Fully Paid,other,NY,2943.11,8474.0,3
524,36000,36000,14.74,851.54,5,6.0,117996.0,Fully Paid,other,MN,36079.01,14383.0,4
525,7500,7500,15.57,262.09,5,10.0,54000.0,Fully Paid,other,CA,7629.04,1387.0,13
541,11000,11000,17.19,393.23,5,9.0,60000.0,Fully Paid,other,UT,11027.21,17659.0,10
543,6000,6000,14.74,207.23,5,10.0,85000.0,Charged Off,other,AL,207.23,1470.0,1
550,40000,40000,12.4,1336.23,6,6.0,250000.0,Charged Off,other,CA,1460.23,7383.0,7
553,3600,3600,15.57,125.81,5,10.0,69000.0,Charged Off,other,MI,0.0,3087.0,5
566,6500,6500,11.71,215.0,6,7.0,91800.0,Fully Paid,other,VA,6516.91,9220.0,4
573,4500,4500,28.92,188.38,3,4.0,63000.0,Fully Paid,other,TX,340.47,5917.0,4
575,40000,40000,16.4,981.25,5,1.0,300000.0,Fully Paid,other,NY,40060.13,995.0,1
585,24000,24000,8.19,754.18,7,9.0,97000.0,Fully Paid,other,IL,24039.2,7361.0,9
587,2400,2400,12.4,80.18,6,,120000.0,Fully Paid,other,MD,2433.68,8631.0,8
599,4000,4000,20.0,148.66,4,10.0,80000.0,Fully Paid,other,TX,4006.74,11965.0,2
615,15000,15000,22.5,576.75,4,3.0,60000.0,Charged Off,other,MD,576.75,6838.0,1
620,6000,6000,13.08,202.4,6,1.0,75000.0,Fully Paid,other,MI,5945.63,3426.0,6
628,25000,25000,15.57,602.26,5,10.0,108000.0,Fully Paid,other,TX,25399.22,4843.0,3
630,3000,3000,12.4,100.22,6,9.0,47000.0,Fully Paid,other,WA,3042.1,1552.0,2
639,6600,6600,20.0,245.28,4,1.0,40000.0,Fully Paid,other,MO,6658.67,4065.0,4
640,2000,2000,20.0,74.33,4,10.0,87500.0,Fully Paid,other,CA,2020.0,28907.0,10
646,1000,1000,17.97,36.14,4,,21456.0,Charged Off,other,OH,0.0,3830.0,1
654,12000,12000,15.02,416.11,5,2.0,105000.0,Fully Paid,other,KY,12040.95,3746.0,0
655,7000,7000,7.56,217.94,7,4.0,100000.0,Fully Paid,other,CO,7065.6,39390.0,1
661,4000,4000,8.19,125.7,7,,45000.0,Fully Paid,other,NV,113.99,4857.0,2
663,22000,22000,28.8,695.65,4,4.0,9000000.0,Fully Paid,other,OR,22510.4,18669.0,7
704,6500,6500,15.57,227.15,5,10.0,80000.0,Fully Paid,other,TX,6570.28,45992.0,1
710,7625,7625,25.0,303.17,4,10.0,110000.0,Fully Paid,other,TX,7653.06,1934.0,2
718,5000,5000,20.0,185.82,4,3.0,48000.0,Fully Paid,other,NH,5102.15,950.0,3
737,9600,9600,20.0,356.78,4,5.0,58000.0,Fully Paid,other,KY,9911.5,6705.0,8
746,4000,4000,14.74,138.16,5,10.0,110000.0,Fully Paid,other,NJ,38.41,1341.0,6
752,7000,7000,13.08,236.13,6,10.0,34000.0,Fully Paid,other,NY,7013.48,17257.0,3
759,3000,3000,22.5,115.35,4,,46000.0,Charged Off,other,OR,115.35,1976.0,3
771,7500,7500,13.08,253.0,6,10.0,91000.0,Fully Paid,other,CA,7573.58,24352.0,13
818,13200,13200,15.57,318.0,5,10.0,80982.0,Fully Paid,other,MD,13218.84,6312.0,2
824,3000,3000,8.81,95.14,7,5.0,120000.0,Fully Paid,other,TX,3004.41,22477.0,7
859,20000,20000,20.0,743.28,4,4.0,80000.0,Charged Off,other,CA,743.28,2888.0,5
872,10000,10000,20.0,371.64,4,3.0,66000.0,Charged Off,other,NY,371.64,2375.0,6
873,12000,12000,12.4,269.37,6,10.0,96000.0,Fully Paid,other,AR,148.8,13684.0,1
901,7000,7000,13.08,236.13,6,10.0,70000.0,Fully Paid,other,MA,7008.39,15186.0,5
906,1000,1000,28.95,41.88,3,3.0,45000.0,Fully Paid,other,FL,1024.13,3714.0,8
916,15000,15000,14.74,518.08,5,10.0,111835.0,Fully Paid,other,CA,15026.41,7777.0,4
976,1000,1000,30.75,42.87,2,2.0,30000.0,Charged Off,other,TX,57.87,7669.0,2
1016,12500,12500,12.4,417.58,6,10.0,30000.0,Charged Off,other,NY,417.58,1074.0,4
1021,5000,5000,20.0,185.82,4,1.0,72000.0,Fully Paid,other,WI,5024.65,5122.0,4
1029,6000,6000,25.0,238.56,4,2.0,86254.0,Fully Paid,other,MI,6101.24,44862.0,3
1054,3200,3200,6.46,98.02,7,3.0,150000.0,Fully Paid,other,NY,2140.25,26351.0,5
1055,1000,1000,25.0,39.76,4,2.0,25920.0,Fully Paid,other,NC,1008.33,3349.0,4
1081,5000,5000,16.4,176.78,5,10.0,60000.0,Fully Paid,other,TX,5045.56,26708.0,2
1118,8000,8000,10.33,259.38,6,3.0,57650.0,Fully Paid,other,VA,7902.94,1355.0,1
1132,4500,4500,7.02,138.99,7,10.0,62000.0,Fully Paid,other,IN,3523.04,5421.0,1
1137,5000,5000,25.0,198.8,4,8.0,46000.0,Charged Off,other,TN,0.0,4305.0,2
1162,18000,18000,6.46,551.36,7,1.0,62000.0,Fully Paid,other,CA,18009.85,6612.0,2
1168,2800,2800,8.81,88.8,7,6.0,65000.0,Fully Paid,other,TX,2839.28,14590.0,2
1187,1200,1200,17.97,43.37,4,3.0,180000.0,Fully Paid,other,NV,1232.63,12330.0,6
1195,12000,12000,8.19,244.41,7,2.0,70000.0,Fully Paid,other,TX,12101.01,17597.0,5
1200,40000,40000,17.97,1445.5,4,2.0,63000.0,Fully Paid,other,GA,40065.89,14436.0,5
1206,21000,21000,16.4,515.16,5,7.0,70000.0,Fully Paid,other,CA,21031.57,4810.0,2
1207,10000,10000,11.71,330.76,6,10.0,35000.0,Fully Paid,other,NV,10097.69,28482.0,0
1228,5000,5000,7.02,154.44,7,1.0,185000.0,Fully Paid,other,NY,4924.63,590.0,3
1235,15000,15000,16.91,372.07,5,10.0,24000.0,Fully Paid,other,NV,15378.66,13060.0,0
1242,11500,11500,28.8,363.64,4,3.0,110094.0,Fully Paid,other,WA,11548.76,63541.0,0
1250,1000,1000,22.5,38.45,4,2.0,27000.0,Fully Paid,other,TX,455.64,10970.0,3
1267,20000,20000,20.0,529.88,4,10.0,76677.0,Fully Paid,other,GA,20400.0,25734.0,7
1273,20000,20000,7.56,622.68,7,10.0,130000.0,Charged Off,other,CA,622.68,53061.0,3
1286,16000,16000,12.4,359.16,6,10.0,116000.0,Fully Paid,other,IL,16225.22,9904.0,2
1296,4800,4800,20.0,178.39,4,10.0,135000.0,Fully Paid,other,MT,4919.18,26333.0,4
1314,12000,12000,12.4,269.37,6,5.0,71000.0,Fully Paid,other,NY,12124.0,4358.0,3
1319,4250,4250,17.97,153.59,4,1.0,75000.0,Fully Paid,other,NY,4238.6,5733.0,2
1328,36000,36000,7.56,1120.82,7,5.0,150000.0,Fully Paid,other,NY,36090.72,1543.0,5
1330,16000,16000,15.57,385.45,5,,60000.0,Charged Off,other,CA,385.45,6747.0,3
1334,4800,4800,12.4,160.35,6,,13128.0,Fully Paid,other,CA,4885.13,51487.0,2
1344,4800,4800,29.0,201.15,3,2.0,75000.0,Fully Paid,other,UT,4846.4,5789.0,3
1358,15000,15000,7.56,467.01,7,1.0,50000.0,Fully Paid,other,MI,14767.53,12305.0,4
1390,1200,1200,23.4,46.71,3,,80000.0,Fully Paid,other,KS,1206.24,2244.0,6
1398,15075,15075,18.94,390.56,4,5.0,140000.0,Charged Off,other,MN,390.56,38123.0,8
1415,20000,20000,11.8,442.88,6,4.0,90000.0,Charged Off,other,MI,442.88,27633.0,2
1420,10000,10000,17.97,361.38,4,1.0,21000.0,Fully Paid,other,FL,2187.9,465.0,1
1432,14000,14000,27.27,429.76,3,10.0,45000.0,Charged Off,other,WA,429.76,15330.0,2
1456,2000,2000,13.56,67.93,5,3.0,30000.0,Fully Paid,other,CA,2011.51,854.0,5
1469,2300,2300,19.92,85.39,4,2.0,80000.0,Fully Paid,other,AZ,2345.66,41236.0,3
1486,3000,3000,8.19,94.28,7,10.0,120000.0,Charged Off,other,UT,75.0,36558.0,5
1487,10000,10000,12.98,227.43,6,2.0,240000.0,Fully Paid,other,CA,39.48,2205.0,5
1490,10000,10000,15.02,346.76,5,10.0,99200.0,Fully Paid,other,CO,10013.77,1614.0,20
1495,10000,10000,14.47,344.07,5,2.0,156000.0,Charged Off,other,MO,0.0,6410.0,5
1503,15500,15500,7.56,482.58,7,,11500.0,Fully Paid,other,TX,15510.58,294.0,2
1507,4000,4000,25.34,159.76,3,10.0,60000.0,Charged Off,other,CA,165.4,25441.0,9
1508,5500,5500,16.14,193.75,5,,30000.0,Fully Paid,other,TX,5508.14,44832.0,0
1510,10000,10000,18.94,366.26,4,1.0,18000.0,Charged Off,other,MO,366.26,4546.0,4
1532,20000,20000,14.47,470.26,5,3.0,85000.0,Charged Off,other,CA,470.26,710.0,1
1539,16000,16000,15.02,554.81,5,1.0,167000.0,Fully Paid,other,OH,16093.46,2230.0,6
1549,11000,11000,15.02,261.81,5,10.0,36000.0,Fully Paid,other,TX,36.41,237.0,6
1554,7000,7000,16.91,249.26,5,2.0,67647.0,Fully Paid,other,VA,7140.47,8432.0,5
1560,1000,1000,18.94,36.63,4,,26664.0,Fully Paid,other,NJ,3.14,2460.0,0
1563,4000,4000,15.02,138.71,5,9.0,51000.0,Fully Paid,other,UT,4023.36,16601.0,3
1599,10000,10000,20.89,376.19,4,1.0,25000.0,Fully Paid,other,FL,7255.37,155.0,2
1611,4000,4000,7.02,123.55,7,10.0,45000.0,Fully Paid,other,TN,4.3,5228.0,5
1622,1675,1675,19.92,62.19,4,,15300.0,Fully Paid,other,AL,1715.3,1225.0,1
1625,12000,12000,11.8,397.43,6,10.0,226000.0,Fully Paid,other,NJ,10132.56,59823.0,4
1635,3600,3600,10.33,116.73,6,9.0,43000.0,Fully Paid,other,FL,3649.39,17093.0,8
1685,1000,1000,24.37,39.43,3,,65000.0,Charged Off,other,CO,39.43,30138.0,2
1689,5000,5000,24.37,197.14,3,,70000.0,Charged Off,other,NC,197.14,4172.0,10
1693,4000,4000,11.31,131.55,6,3.0,48000.0,Fully Paid,other,VA,4007.92,11509.0,2
1702,18500,18500,18.94,479.29,4,1.0,85000.0,Fully Paid,other,CA,18561.32,7128.0,4
1704,6000,6000,16.14,211.36,5,1.0,60000.0,Fully Paid,other,CA,6016.95,143045.0,1
1712,7825,7825,16.14,275.65,5,4.0,50000.0,Charged Off,other,CA,275.65,3286.0,3
1729,2200,2200,8.19,69.14,7,10.0,39000.0,Fully Paid,other,MA,2210.01,8135.0,9
1734,2400,2400,19.92,89.1,4,,12000.0,Charged Off,other,NY,89.1,1080.0,4
1741,8000,8000,14.47,275.26,5,5.0,72000.0,Fully Paid,other,TX,8089.01,9019.0,3
1748,2750,2750,8.19,86.42,7,10.0,196000.0,Fully Paid,other,NC,232.92,14973.0,9
1828,20000,20000,10.33,428.2,6,6.0,73000.0,Fully Paid,other,CA,19659.06,34450.0,2
1860,9000,9000,16.91,320.48,5,1.0,58000.0,Fully Paid,other,CA,9043.68,5178.0,1
1865,15000,15000,7.02,463.3,7,10.0,50000.0,Fully Paid,other,IL,15144.79,12748.0,3
1923,7050,7050,16.91,251.04,5,2.0,58000.0,Fully Paid,other,MN,6817.37,825.0,10
1930,15000,15000,15.02,357.01,5,2.0,64000.0,Fully Paid,other,CA,15089.77,30141.0,3
1933,3500,3500,15.02,121.37,5,5.0,42000.0,Fully Paid,other,CA,3472.25,4851.0,6
1937,25000,25000,25.34,738.78,3,5.0,110000.0,Fully Paid,other,TX,25058.07,30304.0,6
1963,3500,3500,8.19,109.99,7,9.0,35000.0,Fully Paid,other,NY,3545.81,2652.0,2
1983,20000,20000,15.02,693.51,5,2.0,36000.0,Charged Off,other,TX,693.51,2170.0,8
1991,8000,8000,11.31,263.09,6,,120000.0,Charged Off,other,PA,7764.78,29126.0,3
2004,17900,17900,20.89,673.38,4,10.0,158600.0,Fully Paid,other,NY,18424.83,17274.0,3
2017,15000,15000,17.97,542.07,4,3.0,40000.0,Fully Paid,other,IL,194.4,4108.0,10
2046,4000,4000,24.37,157.71,3,10.0,125000.0,Fully Paid,other,NY,4029.24,11521.0,11
2052,5000,5000,8.19,157.13,7,10.0,63150.37,Fully Paid,other,CA,5051.88,43850.0,1
2053,30000,30000,18.94,1098.78,4,1.0,85000.0,Charged Off,other,MD,1098.78,9791.0,1
2058,1000,1000,23.4,38.92,3,,46000.0,Fully Paid,other,SD,1003.25,28115.0,3
2064,25000,25000,19.92,928.08,4,3.0,78000.0,Fully Paid,other,FL,25071.66,11010.0,3
2070,30000,30000,19.92,1113.69,4,10.0,79500.0,Charged Off,other,CA,1113.69,1079.0,9
2079,11000,11000,8.19,224.05,7,,82000.0,Fully Paid,other,CA,11124.45,35420.0,4
2091,20000,20000,19.92,742.46,4,7.0,65000.0,Charged Off,other,NY,742.46,944.0,12
2092,20000,20000,14.47,470.26,5,,43000.0,Fully Paid,other,WA,20104.51,28924.0,2
2098,12000,12000,15.02,416.11,5,7.0,42848.0,Fully Paid,other,MI,12014.9,4018.0,2
2099,8000,8000,23.4,311.35,3,10.0,124000.0,Fully Paid,other,CA,8237.58,7100.0,4
2101,23000,23000,11.31,756.38,6,4.0,50000.0,Fully Paid,other,MO,23037.21,11163.0,2
2109,20000,20000,26.31,602.49,3,10.0,132800.0,Fully Paid,other,MD,20209.02,98351.0,2
2110,1000,1000,24.37,39.43,3,10.0,67000.0,Fully Paid,other,CA,1030.27,9256.0,6
2112,3000,3000,7.56,93.41,7,10.0,60000.0,Fully Paid,other,OK,3028.73,33893.0,2
2114,7000,7000,12.98,235.8,6,1.0,150000.0,Fully Paid,other,CA,19.26,6166.0,3
2121,6000,6000,8.81,190.27,7,10.0,77000.0,Fully Paid,other,IL,6032.3,18314.0,9
2125,1000,1000,20.89,37.62,4,2.0,25000.0,Fully Paid,other,NY,998.51,972.0,2
2128,9500,9500,8.19,298.53,7,10.0,44720.0,Fully Paid,other,ID,9507.13,25031.0,4
2141,12000,12000,19.92,445.48,4,1.0,40000.0,Fully Paid,other,FL,12205.7,1392.0,5
2145,3000,3000,15.02,104.03,5,10.0,72000.0,Fully Paid,other,MI,623.35,11055.0,2
2150,5300,5300,11.31,174.3,6,1.0,40000.0,Fully Paid,other,MN,5338.3,2461.0,2
2168,3200,3200,18.94,117.21,4,10.0,200000.0,Fully Paid,other,LA,3205.05,13773.0,6
2169,31000,31000,10.33,1005.1,6,3.0,125000.0,Fully Paid,other,VA,31028.91,18953.0,3
2191,17575,17575,18.94,643.7,4,2.0,23400.0,Fully Paid,other,NC,18042.52,4982.0,3
2200,10000,10000,18.94,366.26,4,1.0,67200.0,Fully Paid,other,TN,10168.14,16229.0,1
2211,2000,2000,8.19,62.85,7,10.0,80000.0,Fully Paid,other,NJ,2019.42,2124.0,0
2234,4000,4000,8.81,126.85,7,2.0,125000.0,Fully Paid,other,VA,4043.69,33952.0,3
2243,20000,20000,7.02,617.73,7,2.0,190000.0,Fully Paid,other,NY,19631.86,9785.0,3
2245,1500,1500,16.14,52.84,5,1.0,25000.0,Fully Paid,other,NY,1502.26,106.0,1
2246,5000,5000,16.14,176.14,5,,43200.0,Charged Off,other,FL,0.0,2253.0,8
2273,36000,36000,10.33,770.76,6,7.0,125000.0,Fully Paid,other,NY,35546.6,3760.0,1
2285,15600,15600,10.72,337.01,6,10.0,70000.0,Charged Off,other,NV,337.01,67006.0,1
2302,35000,35000,23.4,994.73,3,6.0,165000.0,Charged Off,other,MI,994.73,18468.0,10
2325,12200,12200,25.34,487.27,3,4.0,94000.0,Charged Off,other,CO,0.0,1402.0,2
2326,3000,3000,19.92,111.37,4,,130000.0,Fully Paid,other,IN,3029.88,3451.0,3
2375,33000,33000,11.8,1092.93,6,10.0,94045.0,Fully Paid,other,NJ,33057.33,14723.0,2
2382,12500,12500,24.37,362.29,3,10.0,135000.0,Fully Paid,other,CA,12904.85,26813.0,11
2383,9600,9600,15.02,332.89,5,10.0,140000.0,Fully Paid,other,IL,9703.16,41807.0,0
2394,10000,10000,20.89,269.92,4,10.0,40000.0,Fully Paid,other,CA,10277.53,81143.0,1
2396,14000,14000,7.56,435.88,7,7.0,8500.0,Fully Paid,other,CA,14015.14,2377.0,3
2405,20000,20000,15.02,476.01,5,10.0,55000.0,Fully Paid,other,NY,20283.33,7103.0,2
2408,1700,1700,8.81,53.91,7,7.0,68869.0,Fully Paid,other,KS,1715.73,7613.0,6
2450,6000,6000,20.89,225.72,4,5.0,50000.0,Fully Paid,other,MN,6020.89,21698.0,2
2467,10000,10000,19.92,371.23,4,,70000.0,Charged Off,other,NY,371.23,1348.0,7
2482,35000,35000,16.91,1246.28,5,7.0,180000.0,Fully Paid,other,CA,48.26,16613.0,8
2494,8000,8000,12.98,269.48,6,5.0,27040.0,Fully Paid,other,TX,7754.95,11929.0,1
2506,2500,2500,15.02,86.69,5,10.0,110000.0,Fully Paid,other,CA,2543.53,91042.0,4
2510,24000,24000,11.31,789.26,6,1.0,43500.0,Fully Paid,other,AZ,23801.52,1236.0,6
2513,2000,2000,20.89,75.24,4,10.0,80000.0,Fully Paid,other,NY,2051.87,3311.0,6
2529,6000,6000,10.72,195.64,6,10.0,116300.0,Fully Paid,other,TX,5934.11,23940.0,6
2544,3000,3000,16.91,106.83,5,4.0,55000.0,Fully Paid,other,IN,39.47,4321.0,6
2554,1000,1000,23.4,38.92,3,4.0,22944.0,Fully Paid,other,OH,1019.5,6134.0,1
2560,1800,1800,18.94,65.93,4,1.0,25000.0,Fully Paid,other,IL,1771.02,646.0,5
2570,15300,15300,16.91,544.81,5,6.0,90000.0,Charged Off,other,CA,545.0,770.0,5
2575,5500,5500,14.47,189.24,5,,23000.0,Fully Paid,other,FL,5564.11,4365.0,3
2602,35000,35000,14.47,1204.23,5,10.0,70000.0,Charged Off,other,GA,0.0,21750.0,2
2626,6000,6000,19.92,222.74,4,3.0,70127.0,Fully Paid,other,OR,2946.37,15349.0,2
2643,1000,1000,27.27,40.98,3,,15000.0,Charged Off,other,CA,40.98,381.0,4
2661,2000,2000,20.89,75.24,4,10.0,40000.0,Fully Paid,other,NY,1106.05,1597.0,2
2685,20000,20000,22.35,556.37,4,6.0,150000.0,Fully Paid,other,MD,20041.72,13017.0,5
2690,7000,7000,6.46,214.42,7,3.0,120000.0,Fully Paid,other,MO,1546.98,14060.0,4
2697,14400,14400,20.89,541.71,4,2.0,46359.0,Fully Paid,other,AZ,14583.83,6600.0,1
2716,20000,20000,10.33,648.45,6,1.0,155000.0,Charged Off,other,CA,648.45,3830.0,1
2730,4800,4800,18.94,175.81,4,4.0,30000.0,Fully Paid,other,CO,4912.85,5602.0,2
2735,25000,25000,15.02,866.88,5,10.0,99000.0,Fully Paid,other,VT,24991.19,16090.0,3
2736,12000,12000,10.72,391.28,6,10.0,185000.0,Fully Paid,other,FL,12159.53,22744.0,6
2760,4000,4000,10.33,129.69,6,10.0,129000.0,Fully Paid,other,MI,3954.75,17811.0,4
2784,2650,2650,7.56,82.51,7,10.0,90000.0,Fully Paid,other,IL,1227.13,11104.0,5
2787,35950,35950,12.98,1210.96,6,1.0,115000.0,Fully Paid,other,TX,35878.84,12348.0,9
2788,40000,40000,11.8,1324.76,6,1.0,120000.0,Charged Off,other,VA,0.0,12732.0,3
2824,10000,10000,27.27,409.71,3,6.0,116000.0,Charged Off,other,OR,409.71,38255.0,3
2825,35000,35000,16.91,1246.28,5,1.0,120000.0,Charged Off,other,VA,1246.28,50081.0,7
2871,20000,20000,15.02,693.51,5,10.0,92000.0,Fully Paid,other,NY,95.67,16370.0,6
2875,10000,10000,7.02,308.87,7,6.0,80000.0,Fully Paid,other,MD,9840.1,4612.0,2
2885,9800,9800,7.02,302.69,7,10.0,52000.0,Fully Paid,other,FL,9626.87,16175.0,1
2896,14000,14000,19.92,519.72,4,1.0,58000.0,Charged Off,other,TX,1065.43,3328.0,6
2948,3000,3000,13.56,101.9,5,10.0,42000.0,Fully Paid,other,VT,3005.85,8910.0,2
2957,5000,5000,8.19,157.13,7,10.0,44500.0,Fully Paid,other,TN,5060.92,13673.0,1
2971,35000,35000,15.02,1213.63,5,3.0,250000.0,Fully Paid,other,NY,35075.64,12534.0,4
2982,10500,10500,7.56,326.91,7,2.0,100000.0,Fully Paid,other,PA,10511.36,17775.0,5
2993,2000,2000,14.47,68.82,5,2.0,55000.0,Charged Off,other,CA,68.82,5026.0,5
3005,18000,18000,8.81,570.81,7,10.0,130000.0,Fully Paid,other,WA,2027.1,72940.0,3
3012,3900,3900,23.4,151.79,3,10.0,73380.0,Fully Paid,other,CA,3886.87,3728.0,6
3015,20000,20000,14.47,688.13,5,10.0,28800.0,Charged Off,other,FL,688.13,5374.0,3
3018,4800,4800,16.14,169.09,5,,90000.0,Charged Off,other,CA,169.09,35477.0,7
3025,10000,10000,23.4,389.19,3,3.0,100000.0,Charged Off,other,TX,389.19,20797.0,12
3026,10000,10000,12.98,336.85,6,6.0,107000.0,Fully Paid,other,AZ,9959.56,39964.0,2
3045,3000,3000,15.02,104.03,5,9.0,100000.0,Fully Paid,other,VA,3016.27,37181.0,3
3052,12500,12500,18.94,323.85,4,4.0,29000.0,Fully Paid,other,AL,12489.14,5826.0,4
3062,36000,36000,12.98,818.75,6,8.0,100000.0,Fully Paid,other,CA,35679.35,24759.0,4
3081,15000,15000,13.56,509.47,5,1.0,80000.0,Fully Paid,other,TX,15307.55,10937.0,2
3083,12000,12000,19.92,445.48,4,1.0,142000.0,Charged Off,other,MN,445.48,8164.0,2
3098,11000,11000,11.8,364.31,6,,40000.0,Fully Paid,other,AR,11011.72,2806.0,3
3116,1000,1000,25.34,39.94,3,10.0,86000.0,Fully Paid,other,MI,1016.89,44999.0,1
3117,2000,2000,12.98,67.37,6,4.0,95000.0,Fully Paid,other,CA,313.06,7997.0,3
3164,14500,14500,16.14,353.7,5,3.0,86000.0,Fully Paid,other,AZ,82.64,5149.0,7
3171,27000,27000,11.8,597.88,6,10.0,80000.0,Fully Paid,other,CA,26718.7,3190.0,2
3174,5000,5000,26.31,202.28,3,3.0,68000.0,Charged Off,other,NC,202.28,32366.0,5
3189,8000,8000,8.81,253.7,7,4.0,46500.0,Fully Paid,other,WA,8012.1,96832.0,1
3205,8000,8000,15.02,277.41,5,10.0,73000.0,Fully Paid,other,CA,8070.09,51825.0,3
3226,3200,3200,7.02,98.84,7,8.0,200000.0,Fully Paid,other,CA,29.52,55903.0,4
3236,20000,20000,11.31,657.72,6,,72000.0,Fully Paid,other,MI,20020.42,45096.0,0
3248,7000,7000,7.02,216.21,7,10.0,58000.0,Fully Paid,other,IN,7071.9,12082.0,5
3275,8000,8000,16.14,281.81,5,3.0,275000.0,Fully Paid,other,TX,8132.16,92006.0,3
3278,4500,4500,14.47,154.83,5,2.0,80000.0,Fully Paid,other,PA,4577.25,5471.0,3
3300,35000,35000,16.14,1232.92,5,1.0,137000.0,Fully Paid,other,CA,35584.28,23.0,2
