Column,loan_amnt,funded_amnt,int_rate,installment,grade,emp_length,annual_inc,loan_status,purpose,addr_state,last_pymnt_amnt,avg_cur_bal,num_actv_rev_tl
1326,3100,3100,7.56,96.52,7,10.0,120000.0,Fully Paid,car,NY,3132.86,31534.0,1
1383,20000,20000,17.19,714.95,5,10.0,140000.0,Fully Paid,car,CA,20436.03,36221.0,5
1457,5500,5500,10.33,178.33,6,5.0,40000.0,Fully Paid,car,RI,5513.19,44839.0,2
1529,6650,6650,11.31,218.7,6,5.0,58000.0,Fully Paid,car,GA,6685.52,1525.0,2
1547,25000,25000,19.92,928.08,4,6.0,25102.08,Fully Paid,car,CA,765.36,2796.0,4
1743,6000,6000,11.31,197.32,6,10.0,50000.0,Fully Paid,car,IN,6011.54,1068.0,1
1778,10000,10000,12.98,336.85,6,5.0,180000.0,Fully Paid,car,TX,10075.72,83694.0,2
1781,17000,17000,14.47,399.72,5,8.0,75000.0,Fully Paid,car,ME,20.84,36516.0,1
1837,12500,12500,15.02,433.44,5,,41000.0,Fully Paid,car,CA,12517.52,3817.0,2
1880,10500,10500,11.8,347.75,6,2.0,138000.0,Fully Paid,car,CO,10511.56,30525.0,5
1948,7000,7000,13.56,237.76,5,4.0,125000.0,Fully Paid,car,MD,7036.91,10489.0,4
1978,6000,6000,7.02,185.32,7,1.0,65000.0,Fully Paid,car,TX,5886.22,7191.0,4
2027,4000,4000,13.56,135.86,5,10.0,120000.0,Fully Paid,car,CO,4007.8,20877.0,7
2106,20700,20700,25.34,611.71,3,2.0,45000.0,Charged Off,car,TX,611.71,6162.0,8
2136,2500,2500,7.56,77.84,7,7.0,43000.0,Fully Paid,car,IL,2214.43,1121.0,2
2193,10000,10000,20.89,376.19,4,2.0,65000.0,Fully Paid,car,TX,293.83,3214.0,9
2532,3000,3000,12.98,101.06,6,1.0,49560.0,Charged Off,car,IL,101.06,1958.0,18
2541,4500,4500,17.97,162.62,4,1.0,25000.0,Fully Paid,car,CA,4507.41,1689.0,3
2764,24000,24000,12.98,545.83,6,10.0,95000.0,Fully Paid,car,IL,24046.38,4200.0,6
2829,4900,4900,10.72,159.78,6,10.0,80000.0,Fully Paid,car,AZ,4737.09,46495.0,3
2853,10000,10000,15.02,238.01,5,10.0,65000.0,Charged Off,car,MI,238.01,15213.0,3
3003,12000,12000,10.72,259.24,6,1.0,94000.0,Fully Paid,car,TX,11857.45,2815.0,2
3023,1000,1000,23.4,38.92,3,5.0,72000.0,Fully Paid,car,MD,1003.41,4516.0,1
3041,5000,5000,13.56,169.83,5,8.0,30000.0,Fully Paid,car,WA,5052.73,0.0,0
3055,3000,3000,13.56,101.9,5,2.0,54000.0,Fully Paid,car,FL,2976.99,22536.0,2
3132,3200,3200,18.94,117.21,4,1.0,122600.0,Fully Paid,car,KY,3270.57,19106.0,11
3198,5000,5000,14.47,172.04,5,5.0,45000.0,Charged Off,car,GA,172.04,18089.0,5
3266,25000,25000,18.94,915.65,4,1.0,76000.0,Fully Paid,car,CT,24966.09,1800.0,4
3268,5000,5000,8.19,157.13,7,8.0,60000.0,Fully Paid,car,NJ,4804.54,2381.0,6
3328,5400,5400,16.91,192.29,5,,39500.0,Charged Off,car,CA,0.0,4647.0,4
3428,4000,4000,11.31,131.55,6,10.0,97600.0,Fully Paid,car,RI,3970.51,21604.0,6
3450,5000,5000,10.72,163.04,6,10.0,80000.0,Fully Paid,car,AL,5020.84,16886.0,1
3591,14000,14000,16.91,347.26,5,5.0,54500.0,Fully Paid,car,TN,14236.32,3387.0,3
3649,3000,3000,18.94,109.88,4,2.0,103000.0,Fully Paid,car,CA,544.88,31475.0,7
3721,8000,8000,16.14,281.81,5,,24708.0,Fully Paid,car,NV,8020.46,3727.0,1
3899,10400,10400,10.72,339.11,6,3.0,65191.0,Charged Off,car,NC,339.11,15416.0,7
3968,10000,10000,6.46,306.31,7,2.0,150000.0,Fully Paid,car,PA,9811.92,19482.0,2
3971,30000,30000,7.02,926.59,7,5.0,120000.0,Fully Paid,car,WI,30146.25,4115.0,1
3985,1500,1500,19.92,55.69,4,,75000.0,Fully Paid,car,OK,1537.09,3965.0,4
4055,26000,26000,16.14,634.21,5,10.0,130000.0,Fully Paid,car,FL,26546.59,44009.0,3
4086,4500,4500,7.56,140.11,7,10.0,77293.0,Fully Paid,car,MT,666.43,13059.0,10
4198,5000,5000,16.14,176.14,5,6.0,84996.0,Fully Paid,car,TX,67.25,21824.0,1
4425,3000,3000,7.56,93.41,7,10.0,53000.0,Fully Paid,car,CA,2869.65,2387.0,1
4447,12000,12000,14.47,412.88,5,2.0,110000.0,Fully Paid,car,NV,98.91,2654.0,9
4753,1000,1000,23.4,38.92,3,,18000.0,Fully Paid,car,TX,1013.65,1730.0,2
