Column,loan_amnt,funded_amnt,int_rate,installment,grade,emp_length,annual_inc,loan_status,purpose,addr_state,last_pymnt_amnt,avg_cur_bal,num_actv_rev_tl
3478,1500,1500,17.97,54.21,4,1.0,30000.0,Fully Paid,medical,TX,1504.49,3285.0,4
3511,4000,4000,16.91,142.44,5,10.0,50000.0,Fully Paid,medical,NJ,3799.37,455.0,2
3536,5000,5000,13.56,169.83,5,7.0,300000.0,Fully Paid,medical,CA,4825.98,12538.0,13
3585,17000,17000,14.47,584.91,5,10.0,150000.0,Fully Paid,medical,NV,165.9,7845.0,2
3632,5000,5000,16.91,178.04,5,,35000.0,Charged Off,medical,LA,238.04,4341.0,7
3654,2000,2000,17.97,72.28,4,3.0,125000.0,Fully Paid,medical,TN,2013.75,1735.0,7
3700,25000,25000,16.14,609.82,5,10.0,62000.0,Charged Off,medical,NV,609.82,35327.0,5
3717,1000,1000,20.89,37.62,4,,25000.0,Charged Off,medical,TX,37.62,7590.0,2
3746,5000,5000,11.31,164.43,6,1.0,20000.0,Charged Off,medical,NY,164.43,6537.0,1
3801,40000,40000,11.8,1324.76,6,1.0,185000.0,Fully Paid,medical,IL,39619.22,38103.0,5
3859,3000,3000,16.91,106.83,5,,25000.0,Fully Paid,medical,FL,3078.12,825.0,1
3922,1000,1000,27.27,40.98,3,10.0,45000.0,Fully Paid,medical,DE,1018.18,5676.0,12
4024,2650,2650,8.19,83.28,7,10.0,40000.0,Fully Paid,medical,RI,2551.43,10392.0,7
4131,15500,15500,11.8,513.35,6,2.0,36000.0,Charged Off,medical,VT,513.35,20.0,2
4139,10000,10000,11.31,328.86,6,10.0,40000.0,Fully Paid,medical,NY,10016.46,560.0,3
4142,2000,2000,16.91,71.22,5,,25163.0,Fully Paid,medical,IL,2051.16,3022.0,1
4196,20000,20000,8.19,628.49,7,1.0,350000.0,Charged Off,medical,CA,628.49,9859.0,4
4218,3125,3125,8.19,98.21,7,,31200.0,Fully Paid,medical,FL,2996.91,8647.0,3
4237,2000,2000,16.91,71.22,5,5.0,31324.0,Fully Paid,medical,CO,1994.43,18204.0,3
4246,6000,6000,7.02,185.32,7,10.0,60000.0,Fully Paid,medical,PA,5733.1,11200.0,4
4278,3000,3000,20.89,112.86,4,2.0,32000.0,Fully Paid,medical,AL,2946.17,24749.0,2
4500,3250,3250,7.02,100.39,7,1.0,125000.0,Fully Paid,medical,AR,3028.28,52782.0,0
4543,5500,5500,8.19,172.84,7,8.0,46000.0,Fully Paid,medical,OR,5295.43,1731.0,8
4587,4000,4000,8.81,126.85,7,10.0,130000.0,Fully Paid,medical,NJ,4005.07,1001.0,6
4592,35000,35000,15.02,1213.63,5,2.0,96100.0,Fully Paid,medical,NY,8114.56,2521.0,3
4601,18225,18225,16.91,648.96,5,4.0,84000.0,Fully Paid,medical,OH,18269.34,1861.0,0
