Column,loan_amnt,funded_amnt,int_rate,installment,grade,emp_length,annual_inc,loan_status,purpose,addr_state,last_pymnt_amnt,avg_cur_bal,num_actv_rev_tl
1895,10000,10000,16.91,248.05,5,7.0,95000.0,Fully Paid,major_purchase,TX,10015.5,12401.0,6
1915,6000,6000,7.56,186.81,7,10.0,63000.0,Fully Paid,major_purchase,VA,6059.92,31460.0,1
1924,5500,5500,10.72,179.34,6,10.0,47500.0,Fully Paid,major_purchase,PA,5567.2,2321.0,6
1968,8500,8500,7.56,264.64,7,,36000.0,Fully Paid,major_purchase,FL,8544.63,11.0,1
2034,7000,7000,8.81,221.98,7,1.0,65000.0,Charged Off,major_purchase,TX,0.0,3916.0,2
2093,1000,1000,27.27,40.98,3,6.0,124000.0,Fully Paid,major_purchase,RI,1011.35,7503.0,10
2105,40000,40000,10.72,864.13,6,7.0,47500.0,Fully Paid,major_purchase,FL,40043.34,26291.0,1
2156,32000,32000,8.19,1005.58,7,2.0,130000.0,Fully Paid,major_purchase,CA,32023.48,27027.0,4
2217,25000,25000,10.72,540.08,6,9.0,52000.0,Fully Paid,major_purchase,MO,25025.46,17497.0,1
2236,2000,2000,11.31,65.78,6,10.0,48000.0,Fully Paid,major_purchase,MI,2004.51,1708.0,5
2249,12800,12800,10.72,276.52,6,9.0,60000.0,Fully Paid,major_purchase,TX,12847.3,7243.0,6
2256,10000,10000,10.33,214.1,6,4.0,100000.0,Fully Paid,major_purchase,MN,9990.51,13206.0,2
2291,3000,3000,10.33,97.27,6,9.0,85000.0,Fully Paid,major_purchase,CT,2965.24,2743.0,2
2336,2500,2500,8.81,79.28,7,10.0,136000.0,Fully Paid,major_purchase,CA,12.85,29838.0,1
2420,12000,12000,12.98,272.92,6,6.0,34000.0,Fully Paid,major_purchase,OK,11922.3,3817.0,2
2463,1000,1000,11.8,33.12,6,,70000.0,Fully Paid,major_purchase,NY,994.44,11675.0,2
2465,2500,2500,17.97,90.35,4,10.0,48000.0,Fully Paid,major_purchase,PA,32.45,10956.0,3
2559,1000,1000,16.91,35.61,5,10.0,54424.0,Fully Paid,major_purchase,NC,1001.55,5617.0,2
2621,10000,10000,25.34,295.51,3,10.0,116000.0,Fully Paid,major_purchase,CO,10385.89,31998.0,3
2630,1000,1000,13.56,33.97,5,10.0,150000.0,Fully Paid,major_purchase,NV,9.57,4422.0,8
2681,35000,35000,11.8,775.03,6,8.0,125000.0,Charged Off,major_purchase,TX,24312.0,10308.0,4
2693,7000,7000,13.56,237.76,5,10.0,84000.0,Fully Paid,major_purchase,TX,7151.25,6854.0,5
2729,13000,13000,12.98,437.9,6,4.0,85000.0,Fully Paid,major_purchase,OH,12610.53,21000.0,4
2815,13000,13000,18.94,476.14,4,10.0,72500.0,Fully Paid,major_purchase,SC,13136.79,14652.0,6
2919,3000,3000,20.89,112.86,4,1.0,20000.0,Fully Paid,major_purchase,CA,3009.33,2344.0,4
2934,22275,22275,25.34,658.25,3,2.0,70000.0,Fully Paid,major_purchase,WA,22571.47,86282.0,0
2955,2500,2500,7.56,77.84,7,10.0,184000.0,Fully Paid,major_purchase,NY,2504.73,40444.0,5
3008,15000,15000,12.98,505.27,6,1.0,85000.0,Charged Off,major_purchase,FL,0.0,5984.0,5
3103,15000,15000,17.97,542.07,4,3.0,35000.0,Charged Off,major_purchase,WI,542.07,4943.0,1
3109,5000,5000,15.02,173.38,5,5.0,45000.0,Charged Off,major_purchase,IL,200.0,13465.0,0
3224,11200,11200,15.02,388.37,5,10.0,50000.0,Charged Off,major_purchase,GA,388.37,14777.0,0
3297,10500,10500,12.98,353.69,6,2.0,110000.0,Fully Paid,major_purchase,WA,10136.1,0.0,0
3327,6000,6000,11.31,197.32,6,10.0,60000.0,Fully Paid,major_purchase,CA,5798.58,22858.0,5
3385,7000,7000,8.81,221.98,7,4.0,70000.0,Fully Paid,major_purchase,TX,7010.79,2638.0,8
3421,16000,16000,11.8,354.3,6,1.0,45000.0,Fully Paid,major_purchase,CA,16141.6,3257.0,2
3442,8425,8425,16.14,296.79,5,10.0,200000.0,Fully Paid,major_purchase,MA,8623.71,46246.0,7
3470,5000,5000,12.98,168.43,6,1.0,42000.0,Fully Paid,major_purchase,MO,5009.01,4338.0,3
3487,30000,30000,12.98,682.29,6,2.0,60000.0,Fully Paid,major_purchase,OR,30078.42,11324.0,0
3499,7000,7000,10.72,228.25,6,10.0,130000.0,Fully Paid,major_purchase,CA,7068.69,26437.0,5
3589,5000,5000,16.91,178.04,5,5.0,36504.0,Fully Paid,major_purchase,IL,4965.96,31212.0,1
3615,11500,11500,7.56,358.04,7,3.0,105000.0,Fully Paid,major_purchase,FL,11310.3,3923.0,3
3683,4800,4800,18.94,175.81,4,10.0,70000.0,Charged Off,major_purchase,CA,175.81,38126.0,5
3726,25000,25000,26.31,753.11,3,10.0,60000.0,Charged Off,major_purchase,VA,753.11,350.0,3
3728,38000,38000,11.8,1258.52,6,1.0,176209.0,Charged Off,major_purchase,CA,500.0,762.0,15
3771,40000,40000,6.46,1225.24,7,1.0,95000.0,Charged Off,major_purchase,WA,1225.24,29853.0,6
3847,24000,24000,8.19,754.18,7,6.0,50000.0,Fully Paid,major_purchase,IL,24043.68,3213.0,1
3933,1000,1000,19.92,37.13,4,2.0,30000.0,Charged Off,major_purchase,UT,37.13,34386.0,4
4013,25000,25000,7.02,772.16,7,8.0,300000.0,Fully Paid,major_purchase,TN,24627.8,13947.0,7
4028,25675,25675,19.92,679.09,4,,20000.0,Charged Off,major_purchase,FL,679.09,843.0,1
4034,40000,40000,10.33,856.4,6,10.0,140000.0,Fully Paid,major_purchase,AZ,40059.11,32662.0,0
4049,36000,36000,18.94,932.68,4,10.0,72000.0,Fully Paid,major_purchase,IL,36189.0,44467.0,1
4107,16000,16000,18.94,414.53,4,1.0,80000.0,Charged Off,major_purchase,NV,0.0,1387.0,5
4127,12000,12000,11.31,394.63,6,4.0,40000.0,Fully Paid,major_purchase,TN,12083.04,2383.0,3
4143,5000,5000,8.81,158.56,7,5.0,96000.0,Fully Paid,major_purchase,WI,3792.77,13789.0,4
4221,38400,38400,26.31,1156.78,3,4.0,140000.0,Charged Off,major_purchase,CA,1156.78,11886.0,2
4236,1000,1000,23.4,38.92,3,1.0,73000.0,Fully Paid,major_purchase,TX,918.26,1215.0,2
4267,6600,6600,25.34,263.61,3,,38000.0,Fully Paid,major_purchase,MA,6757.6,5511.0,2
4314,2400,2400,7.02,74.13,7,10.0,68700.0,Fully Paid,major_purchase,CA,8.51,6274.0,1
4316,2500,2500,12.98,84.22,6,2.0,50000.0,Fully Paid,major_purchase,NV,2520.73,3318.0,2
4377,40000,40000,7.02,1235.45,7,10.0,110000.0,Fully Paid,major_purchase,CA,40078.0,2195.0,7
4439,19000,19000,11.8,629.26,6,3.0,84000.0,Fully Paid,major_purchase,MN,6636.22,1630.0,3
4453,1000,1000,8.81,31.72,7,5.0,43000.0,Fully Paid,major_purchase,PA,1003.43,3531.0,3
4594,35000,35000,22.35,973.64,4,1.0,50000.0,Fully Paid,major_purchase,AZ,35217.29,4765.0,4
4613,10000,10000,16.14,352.27,5,1.0,55000.0,Fully Paid,major_purchase,FL,10121.05,9658.0,1
4657,30000,30000,10.72,978.19,6,1.0,350000.0,Fully Paid,major_purchase,CA,29653.57,30119.0,9
4663,40000,40000,22.35,1112.74,4,7.0,70000.0,Fully Paid,major_purchase,CO,40130.13,3692.0,5
